learner,tuner,rep,pehe,pehe_plug
x_cb,random,0,0.06217718435615253,0.2262248898350786
x_cb,random,1,0.14297048786353458,0.36830163046017456
x_cb,random,2,0.18063593998931105,0.46331526204936413
x_cb,random,3,0.1715458920681025,0.2683184078178265
x_cb,random,4,0.0797067865342949,0.2993236745185925
x_cb,bayes,0,0.06651015296444757,0.1890258167949686
x_cb,bayes,1,0.17159037374757694,0.4709379766235474
x_cb,bayes,2,0.21503682642234684,0.453474172203423
x_cb,bayes,3,0.1625522945557267,0.3701306402823004
x_cb,bayes,4,0.08368604839801909,0.23132837985803717
